Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
109    Vir,3.72,221.562083,1.892778,  A0V               ,0.037,88.15027027,Vir
 58    Hya,4.41,222.572083,-27.960278,  K4III             ,0.011,296.5054545,Hya
   Omi Lup,4.32,222.91,-43.575556,  B5IV              ,,,Lup
  9Alp2Lib,2.75,222.719583,-16.041667,  A3IV              ,0.058,56.2337931,9Alp2Lib
 11    Lib,4.94,222.754167,-2.299167,  G8III-IV          ,0.016,203.8475,Lib
 37Xi  Boo,4.55,222.847083,19.101111,  G8Ve+K4Ve         ,0.156,20.9074359,Boo
  7Bet UMi,2.08,222.67625,74.155556,  K4-III            ,0.039,83.62974359,UMi
 16    Lib,4.49,224.295833,-4.346389,  F0V               ,0.047,69.39489362,Lib
   Bet Lup,2.68,224.632917,-43.133889,  B2III/IV          ,,,Lup
   Kap Cen,3.13,224.790417,-42.104167,  B2IV              ,,,Cen
 19Del Lib,4.92,225.243333,-8.518889,  B9.5V             ,0.02,163.078,Lib
          ,4.6,224.395833,65.9325,  M4.5III           ,0.01,326.156,
 41Ome Boo,4.81,225.527083,25.008056,  K4-IIIabCa0.5     ,0.025,130.4624,Boo
110    Vir,4.4,225.725,2.091389,  K0.5IIIbFe-0.5    ,0.025,130.4624,Vir
 42Bet Boo,3.5,225.486667,40.390556,  G8IIIaBa0.3Fe-0.5 ,0.037,88.15027027,Boo
 20Sig Lib,3.29,226.0175,-25.281944,  M3-III            ,0.064,50.961875,Lib
   Pi  Lup,4.72,226.28,-47.051111,  B5V               ,0.009,362.3955556,Lup
   Pi  Lup,4.82,226.28,-47.051111,  B5IV              ,0.009,362.3955556,Lup
 43Psi Boo,4.54,226.11125,26.9475,  K2III             ,0.018,181.1977778,Boo
 44    Boo,4.76,225.9475,47.654444,  F9-G1Vn           ,0.086,37.92511628,Boo
   Lam Lup,4.05,227.210833,-45.279722,  B3V               ,0.012,271.7966667,Lup
 45    Boo,4.93,226.825417,24.869167,  F5V               ,0.064,50.961875,Boo
   Kap1Lup,3.87,227.98375,-48.737778,  B9.5Vne           ,,,Kap1Lup
   Zet Lup,3.41,228.07125,-52.099167,  G8III             ,0.043,75.85023256,Lup
          ,4.82,228.20625,-44.500556,  B3IV              ,,,
 24Iot1Lib,4.54,228.055417,-19.791667,  A0pSi             ,0.03,108.7186667,24Iot1Lib
  1    Lup,4.91,228.655417,-31.519167,  F1II              ,0.014,232.9685714,Lup
   Eps Cir,4.86,229.412083,-63.610556,  K2.5III           ,0.004,815.39,Cir
   Bet Cir,4.07,229.378333,-58.801111,  A3V               ,0.053,61.53886792,Cir
   Gam TrA,2.89,229.7275,-68.679444,  A1V               ,0.01,326.156,TrA
 49Del Boo,3.47,228.875833,33.314722,  G8IIIFe-1         ,0.03,108.7186667,Boo
   Mu  Lup,4.27,229.633333,-47.875,  B8Ve              ,0.013,250.8892308,Lup
 27Bet Lib,2.61,229.251667,-9.383056,  B8V               ,-0.003,,Lib
  2    Lup,4.34,229.457917,-30.148889,  G9IIIaFe1         ,0.018,181.1977778,Lup
   Del Lup,3.22,230.342917,-40.6475,  B1.5IV            ,,,Lup
   Nu 1Lup,5,230.534583,-47.927778,  F8V               ,0.032,101.92375,1Lup
   Gam Cir,4.51,230.844583,-59.320833,  B5IV+F8           ,0.01,326.156,Cir
   Phi1Lup,3.56,230.451667,-36.261389,  K5III             ,0.014,232.9685714,Phi1Lup
   Eps Lup,3.37,230.670417,-44.689444,  B2IV-V            ,0.009,362.3955556,Lup
   Phi2Lup,4.54,230.789167,-36.858611,  B4V               ,,,Phi2Lup
 31Eps Lib,4.94,231.049583,-10.322222,  F5IV              ,0.035,93.18742857,Lib
          ,4.6,231.334167,-38.733611,  A0IV              ,0.012,271.7966667,
 51Mu 1Boo,4.31,231.1225,37.377222,  F2IVa             ,0.039,83.62974359,1Boo
 13Gam UMi,3.05,230.182083,71.833889,  A3II-III          ,0.003,1087.186667,UMi
 12Iot Dra,3.29,231.2325,58.966111,  K2III             ,0.04,81.539,Dra
  3Bet CrB,3.68,231.957083,29.105833,  F0p               ,0.032,101.92375,CrB
   Eps TrA,4.11,234.18,-66.316944,  K1-2III           ,0.038,85.83052632,TrA
   Gam Lup,2.78,233.785417,-41.166944,  B2IV              ,0.008,407.695,Lup
 37    Lib,4.62,233.544583,-10.064444,  K1III-IV          ,0.027,120.7985185,Lib
  4The CrB,4.14,233.2325,31.359167,  B6Vnne            ,0.027,120.7985185,CrB
          ,4.54,233.971667,-44.958611,  B3IVp             ,0.014,232.9685714,
 38Gam Lib,3.91,233.881667,-14.789444,  G8.5III           ,0.041,79.5502439,Lib
 13Del Ser,3.8,233.700417,10.5375,  F0IV              ,0.021,155.312381,Ser
 13Del Ser,3.8,233.700417,10.539167,  F0IV              ,0.021,155.312381,Ser
  5Alp CrB,2.23,233.672083,26.714722,  A0V+G5V           ,0.045,72.47911111,CrB
 39Ups Lib,3.58,234.25625,-28.135,  K3III             ,0.044,74.12636364,Lib
   Ome Lup,4.33,234.513333,-42.5675,  K4.5III           ,0.017,191.8564706,Lup
 40Tau Lib,3.66,234.664167,-29.777778,  B2.5V             ,,,Lib
  3Psi1Lup,4.67,234.941667,-34.411944,  G8III             ,0.032,101.92375,3Psi1Lup
 42    Lib,4.96,235.070417,-23.818056,  K3IIICN1          ,0.049,66.56244898,Lib
          ,4.64,235.297083,-44.661111,  F5IV-V            ,0.06,54.35933333,
 15The UMi,4.96,232.85375,77.349444,  K5III             ,0.021,155.312381,UMi
 43Kap Lib,4.74,235.486667,-19.678889,  M0-IIIb           ,0.04,81.539,Lib
  4Psi2Lup,4.75,235.670833,-34.710556,  B5V               ,,,4Psi2Lup
 21Iot Ser,4.52,235.387917,19.670278,  A1V               ,0.011,296.5054545,Ser
  8Gam CrB,3.84,235.685833,26.295556,  B9IV+A3V          ,0.033,98.83515152,CrB
 24Alp Ser,2.65,236.067083,6.425556,  K2IIIbCN1         ,0.053,61.53886792,Ser
 28Bet Ser,3.67,236.547083,15.421944,  A2IV              ,0.041,79.5502439,Ser
 27Lam Ser,4.43,236.610833,7.353056,  G0-V              ,0.094,34.69744681,Ser
 35Kap Ser,4.09,237.185,18.141667,  M0.5IIIab         ,0.021,155.312381,Ser
 32Mu  Ser,3.53,237.405,-3.430278,  A0V               ,0.007,465.9371429,Ser
  5Chi Lup,3.95,237.739583,-33.627222,  B9IV              ,,,Lup
  1    Sco,4.64,237.744583,-25.751389,  B3V               ,,,Sco
 10Del CrB,4.63,237.39875,26.068333,  G3.5III-IVFe-1    ,0.014,232.9685714,CrB
 37Eps Ser,3.71,237.704167,4.477778,  A2Vm              ,0.041,79.5502439,Ser
   Bet TrA,2.85,238.785417,-63.430556,  F2III             ,0.083,39.29590361,TrA
 38Rho Ser,4.76,237.81625,20.977778,  K5-III            ,0.015,217.4373333,Ser
 11Kap CrB,4.82,237.807917,35.6575,  K1IVa             ,0.034,95.92823529,CrB
 16Zet UMi,4.32,236.014583,77.794444,  A3Vn              ,0.016,203.8475,UMi
  2    Sco,4.59,238.402917,-25.327222,  B2.5Vn            ,0.006,543.5933333,Sco
 46The Lib,4.15,238.45625,-16.729444,  G8.5IIIb          ,0.036,90.59888889,Lib
  1Chi Her,4.62,238.16875,42.451667,  F8VFe-2Hdel -1    ,0.056,58.24214286,Her
  5Rho Sco,3.88,239.22125,-29.214167,  B2IV-V            ,,,Sco
 41Gam Ser,3.85,239.113333,15.661667,  F6V               ,0.069,47.26898551,Ser
 48    Lib,4.88,239.5475,-14.279444,  B5IIIp            ,,,Lib
          ,4.99,239.87625,-41.744444,  K0II-III          ,0.019,171.6610526,
  6Pi  Sco,2.89,239.712917,-26.114167,  B1V+B2V           ,0.01,326.156,Sco
 13Eps CrB,4.15,239.397083,26.877778,  K2IIIab           ,0.024,135.8983333,CrB
   Eta Lup,3.41,240.030417,-38.396944,  B2.5IV            ,0.008,407.695,Lup
  7Del Sco,2.32,240.083333,-22.621667,  B0.3IV            ,,,Sco
          ,2,239.875833,25.920278,sdBe+gM3+Q          ,,,
          ,4.95,239.4475,54.749722,  F0IV              ,0.022,148.2527273,
   Iot1Nor,4.63,240.882917,-57.775278,  A7IV              ,0.023,141.8069565,Iot1Nor
   Eta Nor,4.65,240.80375,-49.229722,  G8III             ,0.022,148.2527273,Nor
          ,4.89,240.850833,-38.6025,  B6IV              ,,,
          ,5,240.835833,-25.865278,  K5III             ,0.032,101.92375,
 14Iot CrB,4.99,240.360833,29.851111,  A0p:Hg:           ,0.01,326.156,CrB
 44Pi  Ser,4.83,240.57375,22.804444,  A3V               ,0.012,271.7966667,Ser
   Xi  Sco,4.77,241.092083,-11.373056,  F5IV              ,0.048,67.94916667,Sco
   Del Nor,4.72,241.6225,-45.173333,  Am                ,0.035,93.18742857,Nor
  6Ups Her,4.76,240.699583,46.036667,  B9III             ,,,Her
  8Bet1Sco,2.62,241.359167,-19.805556,  B1V               ,0.009,362.3955556,8Bet1Sco
  8Bet2Sco,4.92,241.360417,-19.801944,  B2V               ,,,8Bet2Sco
 13The Dra,4.01,240.472083,58.565278,  F8IV              ,0.051,63.95215686,Dra
   The Lup,4.23,241.647917,-36.802222,  B2.5Vn            ,,,Lup
  9Ome1Sco,3.96,241.701667,-20.669167,  B1V               ,,,9Ome1Sco
 10Ome2Sco,4.32,241.85125,-20.868611,  G3II-III          ,0.021,155.312381,10Ome2Sco
  7Kap Her,5,242.01875,17.046944,  G8III             ,0.002,1630.78,Her
 16Tau CrB,4.76,242.242917,36.490833,  K1-III-IV         ,0.031,105.2116129,CrB
   Del1Aps,4.68,245.086667,-78.695833,  M5IIIb            ,0.02,163.078,Del1Aps
 11Phi Her,4.26,242.1925,44.935,  B9p:Mn:           ,0.02,163.078,Her
   Kap Nor,4.94,243.369583,-54.630556,  G8III             ,0.022,148.2527273,Nor
 14Nu  Sco,4.01,242.99875,-19.460556,  B3V               ,0.03,108.7186667,Sco
 13    Sco,4.59,243.075833,-27.926389,  B2V               ,,,Sco
   Del TrA,3.85,243.859583,-63.685556,  G2Ib-IIa          ,0.029,112.4675862,TrA
 15Psi Sco,4.94,243,-10.064167,  A3IV              ,0.02,163.078,Sco
  1Del Oph,2.74,243.58625,-3.694444,  M0.5III           ,0.034,95.92823529,Oph
   Gam1Nor,4.99,244.25375,-50.068333,  F9Ia              ,-0.001,,Gam1Nor
          ,4.78,244.574583,-28.613889,  A0V               ,0.031,105.2116129,
   Gam2Nor,4.02,244.96,-50.155556,  G8III             ,0.044,74.12636364,Gam2Nor
  2Eps Oph,3.24,244.580417,-4.6925,  G9.5IIIbFe-0.5    ,0.043,75.85023256,Oph
 19Omi Sco,4.55,245.159167,-24.169444,  A5II              ,0.005,652.312,Sco
 20Sig Sco,2.89,245.297083,-25.592778,  B1III             ,,,Sco
 22Tau Her,3.89,244.935,46.313333,  B5IV              ,0.03,108.7186667,Her
 50Sig Ser,4.82,245.518333,1.029167,  F0V               ,0.043,75.85023256,Ser
 20Gam Her,3.75,245.48,19.153056,  A9III             ,0.024,135.8983333,Her
   Zet TrA,4.91,247.117083,-70.084444,  F9V               ,0.094,34.69744681,TrA
   Gam Aps,3.89,248.3625,-78.897222,  G8-K0III          ,0.056,58.24214286,Aps
 19Xi  CrB,4.85,245.524167,30.891944,  K0III             ,0.016,203.8475,CrB
  4Psi Oph,4.5,246.025833,-20.0375,  K0II-III          ,-0.002,,Oph
   Eps Nor,4.47,246.79625,-47.555,  B4V               ,,,Nor
 21Eta UMi,4.95,244.37625,75.755278,  F5V               ,0.043,75.85023256,UMi
 24Ome Her,4.57,246.354167,14.033333,  B9pCr             ,0.041,79.5502439,Her
  7Chi Oph,4.42,246.755833,-18.456389,  B2IV:pe           ,,,Oph
  3Ups Oph,4.63,246.950417,-8.371667,  A3m               ,0.028,116.4842857,Oph
 14Eta Dra,2.74,245.997917,61.514167,  G8-IIIab          ,0.051,63.95215686,Dra
 21Alp Sco,0.96,247.351667,-26.431944,  M1.5Iab-Ib+B4Ve   ,0.024,135.8983333,Sco
 22    Sco,4.79,247.551667,-25.115,  B2V               ,,,Sco
          ,4.23,247.845417,-34.704444,  B2III-IV          ,,,
  8Phi Oph,4.28,247.784583,-16.612778,  G8+IIIa           ,0.014,232.9685714,Oph
 27Bet Her,2.77,247.555,21.489722,  G7IIIa            ,0.024,135.8983333,Her
 10Lam Oph,3.82,247.728333,1.983889,  A0V+A4V           ,0.01,326.156,Oph
  9Ome Oph,4.45,248.034167,-21.466389,  A7p               ,0.028,116.4842857,Oph
   Mu  Nor,4.94,248.520833,-44.045278,  B0Ia              ,,,Nor
 29    Her,4.84,248.15125,11.488056,  K7III             ,-0.012,,Her
 15    Dra,5,246.995833,68.768056,  A0III             ,0.014,232.9685714,Dra
   Bet Aps,4.24,250.769167,-77.5175,  K0III             ,0.034,95.92823529,Aps
 23Tau Sco,2.82,248.970833,-28.216111,  B0V               ,0.02,163.078,Sco
          ,4.16,249.09375,-35.255556,  K6III             ,0.022,148.2527273,
 35Sig Her,4.2,248.525833,42.436944,  B9V               ,0.01,326.156,Her
 13Zet Oph,2.56,249.289583,-10.567222,  O9.5Vn            ,0.003,1087.186667,Oph
          ,4.96,250.393333,-17.742222,  G7.5IICN1Ba0.4    ,0.047,69.39489362,
 42    Her,4.9,249.687083,48.928333,  M2.5IIIab         ,0.017,191.8564706,Her
 40Zet Her,2.81,250.321667,31.603056,  G0IV              ,0.102,31.97607843,Her
   Alp TrA,1.92,252.16625,-69.027778,  K2IIb-IIIa        ,0.031,105.2116129,TrA
 44Eta Her,3.53,250.724167,38.922222,  G7.5IIIbFe-1      ,0.034,95.92823529,Her
 18    Dra,4.83,250.229583,64.589167,  K0III*            ,0.009,362.3955556,Dra
   Eta Ara,3.76,252.44625,-59.041389,  K5III             ,0.025,130.4624,Ara
          ,4.85,251.324167,56.781944,  F2V               ,0.046,70.90347826,
 26Eps Sco,2.29,252.540833,-34.293333,  K2.5III           ,0.022,148.2527273,Sco
 20    Oph,4.65,252.458333,-10.783056,  F7IV              ,0.016,203.8475,Oph
   Mu 1Sco,3.08,252.9675,-38.0475,  B1.5V+B6.5V       ,,,1Sco
   Mu 2Sco,3.57,253.08375,-38.0175,  B2IV              ,,,2Sco
 52    Her,4.82,252.309167,45.983333,  A2VpSrCrEu        ,0.01,326.156,Her
   Zet1Sco,4.73,253.49875,-42.362222,  B1Iape            ,,,Zet1Sco
   Zet2Sco,3.62,253.645833,-42.361389,  K4III             ,0.028,116.4842857,Zet2Sco
 25Iot Oph,4.38,253.502083,10.165278,  B8V               ,0.029,112.4675862,Oph
   Zet Ara,3.13,254.655,-55.990278,  K3III             ,0.044,74.12636364,Ara
   Eps1Ara,4.06,254.89625,-53.160556,  K4IIIab           ,0.005,652.312,Eps1Ara
 27Kap Oph,3.2,254.417083,9.375,  K2III             ,0.031,105.2116129,Oph
 19    Dra,4.89,254.007083,65.134722,  F6V               ,0.062,52.60580645,Dra
 30    Oph,4.82,255.265,-4.2225,  K4III             ,0.015,217.4373333,Oph
 22Eps UMi,4.23,251.492083,82.037222,  G5III             ,0.01,326.156,UMi
 58Eps Her,3.92,255.0725,30.926389,  A0V               ,0.028,116.4842857,Her
          ,4.87,256.205833,-34.122778,  B1Ia              ,,,
          ,4.98,255.7825,14.091944,  M3III             ,0.005,652.312,
 60    Her,4.91,256.344583,12.740833,  A4IV              ,0.022,148.2527273,Her
 35Eta Oph,2.43,257.594583,-15.724722,  A2V               ,0.052,62.72230769,Oph
   Eta Sco,3.33,258.038333,-43.239167,  F3III-IVp         ,0.063,51.77079365,Sco
 22Zet Dra,3.17,257.196667,65.714722,  B6III             ,0.023,141.8069565,Dra
 64Alp1Her,3.48,258.662083,14.390278,  M5Ib-II           ,-0.002,,64Alp1Her
 65Del Her,3.14,258.757917,24.839167,  A3IV              ,0.044,74.12636364,Her
 41    Oph,4.73,259.152917,-0.445278,  K2III             ,0.01,326.156,Oph
   Zet Aps,4.78,260.4975,-67.770556,  K2-III            ,0.014,232.9685714,Aps
 67Pi  Her,3.16,258.761667,36.809167,  K3IIab            ,0.025,130.4624,Her
 68    Her,4.82,259.33125,33.1,  B1.5Vp+B5III      ,0.009,362.3955556,Her
 69    Her,4.65,259.417917,37.291667,  A2V               ,0.018,181.1977778,Her
 40Xi  Oph,4.39,260.250833,-21.112778,  F1III-IV          ,0.061,53.46819672,Oph
 53Nu  Ser,4.33,260.207083,-12.846944,  A2V               ,0.028,116.4842857,Ser
          ,5,260.07875,18.057222,  M2IIIab           ,0.006,543.5933333,
 42The Oph,3.27,260.5025,-24.999444,  B2IV              ,,,Oph
   Bet Ara,2.85,261.325,-55.53,  K3Ib-IIa          ,0.034,95.92823529,Ara
   Gam Ara,3.34,261.348333,-56.3775,  B1Ib              ,,,Ara
 75Rho Her,4.52,260.920833,37.145833,  B9.5III           ,-0.002,,Her
 44    Oph,4.17,261.5925,-24.175278,  A3m               ,0.045,72.47911111,Oph
 45    Oph,4.29,261.83875,-29.866944,  F5IVDel Sct*      ,0.021,155.312381,Oph
          ,4.54,261.657917,-5.086667,  F3V               ,0.032,101.92375,
 49Sig Oph,4.34,261.62875,4.140278,  K2II              ,0.008,407.695,Oph
   Del Ara,3.62,262.774583,-60.683889,  B8Vn              ,,,Ara
 34Ups Sco,2.69,262.690833,-37.295833,  B2IV              ,,,Sco
   Alp Ara,2.95,262.960417,-49.876111,  B2Vne             ,0.007,465.9371429,Ara
 51    Oph,4.81,262.854167,-23.962778,  B9.5Ve            ,0.04,81.539,Oph
 76Lam Her,4.41,262.684583,26.110556,  K3.5III           ,0.016,203.8475,Her
 35Lam Sco,1.63,263.402083,-37.103889,  B2IV+B            ,,,Sco
 23Bet Dra,2.79,262.608333,52.301389,  G2Ib-IIa          ,0.013,250.8892308,Dra
  1Sig Ara,4.59,263.915,-46.505556,  A0V               ,-0.014,,Ara
          ,4.29,264.136667,-38.635278,  K0IIIb            ,0.018,181.1977778,
   The Sco,1.87,264.33,-42.997778,  F1II              ,0.027,120.7985185,Sco
 24Nu 1Dra,4.88,263.044167,55.184167,  A6V               ,0.035,93.18742857,1Dra
 25Nu 2Dra,4.87,263.066667,55.173056,  A4m               ,0.035,93.18742857,2Dra
 55Alp Oph,2.08,263.73375,12.56,  A5III             ,0.067,48.68,Oph
 55Xi  Ser,3.54,264.396667,-15.398611,  F0IVDel Sct       ,0.03,108.7186667,Ser
 57Mu  Oph,4.62,264.46125,-8.118889,  B8II-IIIp:Mn      ,,,Oph
   Lam Ara,4.77,265.098333,-49.415556,  F3IV              ,0.044,74.12636364,Ara
   Kap Sco,2.41,265.622083,-39.03,  B1.5III           ,,,Sco
 56Omi Ser,4.26,265.35375,-12.875278,  A2V               ,0.006,543.5933333,Ser
   Eta Pav,3.62,266.433333,-64.723889,  K2II              ,0.025,130.4624,Pav
 85Iot Her,3.8,264.86625,46.006389,  B3IV              ,0.005,652.312,Her
 58    Oph,4.87,265.8575,-21.683333,  F6V               ,0.06,54.35933333,Oph
 28Ome Dra,4.8,264.237917,68.758056,  F5V               ,0.045,72.47911111,Dra
 60Bet Oph,2.77,265.868333,4.567222,  K2III             ,0.033,98.83515152,Oph
   Iot1Sco,3.03,266.89625,-40.126944,  F2Iae             ,0.019,171.6610526,Iot1Sco
  3    Sgr,4.54,266.89,-27.830833,  F7II              ,0.035,93.18742857,Sgr
 86Mu  Her,3.42,266.614583,27.720556,  G5IV              ,0.108,30.19962963,Her
          ,4.83,267.29375,-31.703333,  B8V               ,,,
 62Gam Oph,3.75,266.973333,2.707222,  A0Vnp             ,0.039,83.62974359,Oph
          ,3.21,267.464583,-37.043333,  K2III             ,0.04,81.539,
   Iot2Sco,4.81,267.546667,-40.090556,  A2Ib              ,-0.001,,Iot2Sco
 31Psi1Dra,4.58,265.484583,72.148889,  F5IV-V            ,0.054,60.39925926,31Psi1Dra
          ,4.86,269.1975,-44.342222,  K2III             ,0.017,191.8564706,
          ,4.88,269.44875,-41.716111,  M0III             ,-0.005,,
 32Xi  Dra,3.75,268.382083,56.872778,  K2-III            ,0.035,93.18742857,Dra
 91The Her,3.86,269.063333,37.250556,  K1IIaCN+2         ,0.002,1630.78,Her
 64Nu  Oph,3.34,269.756667,-9.773611,  K0IIIaCN-1        ,0.021,155.312381,Oph
  4    Sgr,4.76,269.948333,-23.816111,  B9V               ,0.01,326.156,Sgr
 92Xi  Her,3.7,269.44125,29.247778,  G8+III            ,0.021,155.312381,Her
 33Gam Dra,2.23,269.151667,51.488889,  K5III             ,0.025,130.4624,Dra
 94Nu  Her,4.41,269.625833,30.189444,  F2II              ,0.007,465.9371429,Her
 57Zet Ser,4.62,270.120833,-3.690278,  F2IV              ,0.048,67.94916667,Ser
 66    Oph,4.64,270.065833,4.368611,  B2Ve              ,,,Oph
 93    Her,4.67,270.014167,16.750833,  K0.5IIb           ,0.004,815.39,Her
 67    Oph,3.97,270.16125,2.931667,  B5Ib              ,-0.002,,Oph
 68    Oph,4.45,270.438333,1.305278,  A2Vn              ,0.021,155.312381,Oph
 95    Her,4.96,270.376667,21.595556,  A5IIIn            ,0,,Her
   Gam1Sgr,4.69,271.255417,-29.58,  F4-G1Ib           ,,,Gam1Sgr
   The Ara,3.66,271.657917,-50.091667,  B2Ib              ,,,Ara
   Pi  Pav,4.35,272.145,-63.668333,  A7pSr             ,0.036,90.59888889,Pav
 10Gam2Sgr,2.99,271.452083,-30.424167,  K0III             ,0.025,130.4624,10Gam2Sgr
 70    Oph,4.03,271.36375,2.499444,  K0V               ,0.201,16.22666667,Oph
          ,4.57,272.020833,-28.457222,  G7:IIIb*          ,0.023,141.8069565,
 71    Oph,4.64,271.826667,8.733889,  G8III             ,0.021,155.312381,Oph
 72    Oph,3.73,271.8375,9.563889,  A4IV s            ,0.047,69.39489362,Oph
103Omi Her,3.83,271.885833,28.7625,  B9.5V             ,0.005,652.312,Her
   Eps Tel,4.53,272.8075,-45.954444,  K0III             ,0.023,141.8069565,Tel
102    Her,4.36,272.189583,20.814444,  B2IV              ,-0.01,,Her
 23Del UMi,4.36,263.05375,86.586389,  A1Vn              ,0.004,815.39,UMi
          ,5,271.87,43.461667,  G8IIICN-1CH-3     ,0.012,271.7966667,
 11    Sgr,4.98,272.930833,-23.701111,  K0III             ,0.014,232.9685714,Sgr
 13Mu  Sgr,3.86,273.440833,-21.058889,  B8Iap             ,0.012,271.7966667,Sgr
104    Her,4.97,272.975833,31.405278,  M3III             ,0.007,465.9371429,Her
   Eta Sgr,3.11,274.406667,-36.761667,  M3.5III           ,0.045,72.47911111,Sgr
          ,4.65,274.513333,-27.0425,  K3II              ,0.033,98.83515152,
   Xi  Pav,4.36,275.806667,-61.493889,  K4III             ,0.016,203.8475,Pav
 19Del Sgr,2.7,275.24875,-29.828056,  K3-IIIa*          ,0.047,69.39489362,Sgr
 74    Oph,4.86,275.217083,3.377222,  G8III             ,0.019,171.6610526,Oph
106    Her,4.95,275.074583,21.961389,  M1III             ,0.016,203.8475,Her
 58Eta Ser,3.26,275.3275,-2.898889,  K0III-IV          ,0.058,56.2337931,Ser
  1Kap Lyr,4.33,274.965417,36.064444,  K2IIIabCN0.5      ,0.011,296.5054545,Lyr
 20Eps Sgr,1.85,276.042917,-34.384722,  B9.5III           ,0.023,141.8069565,Sgr
   Zet Sct,4.68,275.914583,-8.934167,  G9-IIIbFe-0.5     ,0.015,217.4373333,Sct
109    Her,3.84,275.924583,21.769722,  K2.5IIIab         ,0.025,130.4624,Her
 21    Sgr,4.81,276.3375,-20.541667,  K2II              ,0.013,250.8892308,Sgr
   Alp Tel,3.51,276.743333,-45.968333,  B3IV              ,,,Tel
   Zet Tel,4.13,277.207917,-49.070833,  G8-K0III          ,0.027,120.7985185,Tel
 22Lam Sgr,2.81,276.9925,-25.421667,  K1+IIIb           ,0.053,61.53886792,Sgr
   Nu  Pav,4.64,277.843333,-62.278333,  B7-8III           ,,,Pav
 43Phi Dra,4.22,275.189583,71.337778,  A0pSi:            ,0.012,271.7966667,Dra
 39    Dra,4.98,275.977083,58.800556,  A1V               ,0.035,93.18742857,Dra
 44Chi Dra,3.57,275.264167,72.732778,  F7V               ,0.12,27.17966667,Dra
   Gam Sct,4.7,277.299583,-14.565833,  A3Vn              ,0.025,130.4624,Sct
   Del1Tel,4.96,277.939167,-45.915,  B6IV              ,,,Del1Tel
 42    Dra,4.82,276.49625,65.563611,  K1.5IIIFe-0.5     ,0.021,155.312381,Dra
   The CrA,4.64,278.375833,-42.3125,  G8III             ,-0.001,,CrA
   Alp Sct,3.85,278.801667,-8.244167,  K3-III-IIIb       ,0.016,203.8475,Sct
 45    Dra,4.77,278.14375,57.045556,  F7Ib              ,0.013,250.8892308,Dra
   Zet Pav,4.01,280.75875,-71.428056,  K0III             ,0.035,93.18742857,Pav
  3Alp Lyr,0.03,279.234583,38.783611,  A0Va              ,0.123,26.51674797,Lyr
          ,4.79,281.362083,-64.871389,  A5IV-V            ,0.035,93.18742857,
   Del Sct,4.72,280.568333,-9.0525,  F2IIIpDel Del     ,0.025,130.4624,Sct
          ,4.87,281.080833,-35.641944,  B2.5V             ,,,
   Eps Sct,4.9,280.880417,-8.275278,  G8IIb             ,0.016,203.8475,Sct
 27Phi Sgr,3.17,281.414167,-26.990833,  B8III             ,,,Sgr
  6Zet1Lyr,4.36,281.193333,37.605,  A4m               ,0.031,105.2116129,6Zet1Lyr
110    Her,4.19,281.415417,20.546389,  F6V               ,0.052,62.72230769,Her
   Bet Sct,4.22,281.79375,-4.747778,  G4IIa             ,0.019,171.6610526,Sct
          ,4.83,281.51875,26.662222,  K3III             ,0.023,141.8069565,
111    Her,4.36,281.755417,18.181389,  A5III             ,0.032,101.92375,Her
   Lam Pav,4.22,283.054167,-62.1875,  B2II-IIIe         ,,,Pav
 10Bet Lyr,3.45,282.52,33.362778,  B8IIpe            ,-0.002,,Lyr
   Kap Pav,4.44,284.2375,-67.233611,  F5I-II            ,0.01,326.156,Pav
 32Nu 1Sgr,4.83,283.5425,-22.745,  K2I+B9V:          ,0.03,108.7186667,1Sgr
 35Nu 2Sgr,4.99,283.779583,-22.671389,  K3II-IIIBa0.8CN2  ,0.042,77.65619048,2Sgr
 34Sig Sgr,2.02,283.81625,-26.296667,  B2.5V             ,,,Sgr
 47Omi Dra,4.66,282.800417,59.388333,  G9IIIFe-0.5       ,0.006,543.5933333,Dra
113    Her,4.59,283.687083,22.645,  G4III+A6V         ,0.013,250.8892308,Her
   Lam Tel,4.87,284.615417,-52.938611,  A0V               ,,,Tel
          ,4.92,283.306667,50.708333,  G7IIIaFe-1        ,0.024,135.8983333,
 12Del2Lyr,4.3,283.625833,36.898889,  M4II              ,-0.001,,12Del2Lyr
 63The1Ser,4.62,284.055,4.203611,  A5V               ,0.03,108.7186667,63The1Ser
 63The2Ser,4.98,284.060833,4.201944,  A5Vn              ,0.03,108.7186667,63The2Ser
   Eta Sct,4.83,284.265417,-5.846111,  K2III             ,0.039,83.62974359,Sct
 37Xi 2Sgr,3.51,284.4325,-21.106667,  K1III             ,0.011,296.5054545,2Sgr
   Eps CrA,4.87,284.680833,-37.1075,  F2V               ,0.032,101.92375,CrA
 13    Lyr,4.04,283.83375,43.946111,  M5III             ,0,,Lyr
 13Eps Aql,4.02,284.905833,15.068333,  K1-IIICN0.5Ba0.2  ,0.028,116.4842857,Aql
 14Gam Lyr,3.24,284.735833,32.689444,  B9III             ,0.021,155.312381,Lyr
 52Ups Dra,4.82,283.599583,71.297222,  K0IIIBa0.2        ,0.014,232.9685714,Dra
   Zet CrA,4.75,285.77875,-42.095278,  B9.5V             ,0.031,105.2116129,CrA
 15Lam Lyr,4.93,285.00375,32.145556,  K2.5IIIBa0.5      ,-0.003,,Lyr
