Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
          ,6.48,319.165,-1.607778,  K0                ,,,
          ,6.39,318.4275,64.403889,  G2IV+G2IV         ,0.024,135.8983333,
          ,6.4,319.30625,-13.278889,  A2V               ,,,
   Eps Mic,4.71,319.484583,-32.1725,  A1V               ,0.033,98.83515152,Mic
          ,6.46,318.903333,47.973611,  B4IV              ,,,
 30    Cap,5.43,319.48875,-17.985278,  B8III             ,,,Cap
          ,6.43,319.123333,42.251389,  K2                ,,,
 31    Cap,7.05,319.565417,-17.462222,  F2V               ,,,Cap
   The Ind,4.39,319.966667,-53.449722,  A5V               ,0.043,75.85023256,Ind
 15    Aqr,5.82,319.54625,-4.519444,  B5V               ,0.008,407.695,Aqr
          ,6.4,319.726667,-28.765556,  G8IV              ,,,
 67Sig Cyg,4.23,319.354167,39.394722,  B9Iab             ,0.011,296.5054545,Cyg
          ,6.19,319.346667,42.683333,  B7Vn              ,,,
          ,6,320.039583,-45.022222,  C5II              ,,,
 66Ups Cyg,4.43,319.479583,34.896944,  B2Vne             ,0.019,171.6610526,Cyg
          ,6.13,319.258333,53.9975,  A1V               ,,,
          ,6.56,319.940833,-26.353056,  G5V               ,0.056,58.24214286,
          ,5.96,319.716667,11.203333,  K5III             ,,,
          ,5.98,319.309583,55.798056,  K3III             ,,,
   The1Mic,4.82,320.19,-40.809722,  ApCrEuSr          ,0.012,271.7966667,The1Mic
          ,6.38,320.318333,-49.937778,  K3III             ,,,
          ,6.42,319.328333,58.611667,  B2IIIe            ,,,
 68    Cyg,5,319.613333,43.945833,  O7.5III:n((f))    ,,,Cyg
          ,6.15,319.730417,41.040833,  A5IV              ,,,
          ,6.41,321.069583,-69.734167,  C5II              ,,,
          ,5.83,319.8425,38.2375,  F1II              ,,,
          ,6.29,320.058333,22.026389,  B6IV              ,,,
          ,6.09,321.325417,-71.799444,  K2III             ,,,
 16    Aqr,5.87,320.267917,-4.56, gG7                ,0.014,232.9685714,Aqr
          ,5.76,319.87,49.510278,  B6V               ,0.001,3261.56,
  5Alp Cep,2.44,319.645,62.585556,  A7V               ,0.068,47.96411765,Cep
  9    Equ,5.82,320.27,7.354444,  M2IIIa            ,,,Equ
          ,5.66,319.815833,58.623611,  M1Ibep+B2pe+B3V   ,0.004,815.39,
          ,5.57,320.268333,23.855833,  K1III             ,-0.005,,
          ,5.68,320.20875,32.452778,  G8IV              ,0.018,181.1977778,
 32Iot Cap,4.28,320.561667,-16.834444,  G7IIIFe-1.5       ,0.033,98.83515152,Cap
          ,5.95,318.925833,77.012222,  K5III             ,,,
          ,6.04,320.341667,32.612778,  A1V               ,0.007,465.9371429,
          ,6.4,320.255833,40.345556,  F8V               ,0.034,95.92823529,
  6    Cep,5.18,319.8425,64.871944,  B3IVe             ,-0.015,,Cep
          ,5.6,320.752083,-22.668889,  M1III             ,,,
  1    Peg,4.08,320.521667,19.804444,  K1III             ,0.014,232.9685714,Peg
          ,6.15,318.339583,81.230833,  A3IV              ,,,
 17    Aqr,5.99,320.734583,-9.319444,  M0III             ,,,Aqr
          ,6.38,323.476667,-82.683056,  B3IV              ,,,
          ,6.31,321.086667,-46.615,  A7mSr:            ,,,
 10Bet Equ,5.16,320.723333,6.811111,  A3V               ,0.028,116.4842857,Equ
          ,6.11,320.139583,60.756944,  G5III             ,,,
   The2Mic,5.77,321.103333,-41.006667,  A0IIIpSi          ,0.006,543.5933333,The2Mic
   Gam Pav,4.22,321.610833,-65.366111,  F6V               ,0.111,29.38342342,Pav
          ,6.05,320.674583,30.309722,  K1III             ,,,
 33    Cap,5.41,321.04,-20.851944,  K0III             ,0.021,155.312381,Cap
          ,6.38,321.032917,-22.746944, gK0                ,,,
          ,5.69,320.501667,49.388889,  K0III             ,0.011,296.5054545,
          ,6.63,320.695417,38.634167,  A1V               ,,,
 18    Aqr,5.49,321.047917,-12.878056,  F1V               ,,,Aqr
   Gam Ind,6.12,321.564167,-54.660556,  F1III             ,,,Ind
          ,6.58,320.845833,37.406667,  F6II-III          ,,,
          ,5.71,320.995,24.274167,  F1IV              ,0.027,120.7985185,
          ,6.35,321.1025,10.174167,  F5III             ,,,
 20    Aqr,6.36,321.215417,-3.398333,  F0III             ,,,Aqr
          ,6.47,320.95125,37.351389,  K5                ,,,
          ,6.15,321.030833,25.312222,  A2V               ,,,
 19    Aqr,5.7,321.304583,-9.748611,  F0IV              ,0.007,465.9371429,Aqr
          ,5.34,322.187083,-69.505278,  M5III             ,0.023,141.8069565,
          ,6.32,321.09625,24.528889,  K0III             ,,,
          ,5.68,321.141667,26.174444,  A8III             ,0.013,250.8892308,
 21    Aqr,5.49,321.320833,-3.556667,  K4III             ,,,Aqr
          ,5.63,321.595417,-37.829444,  K2III             ,,,
          ,6.47,323.335833,-80.039167,  A0V               ,,,
          ,5.51,321.756667,-42.547778,  Am                ,,,
          ,6.46,321.464583,0.534444,  A1IV              ,,,
 34Zet Cap,3.74,321.666667,-22.411389,  G4Ib              ,-0.01,,Cap
          ,6.13,321.617083,1.103333,  F5V               ,0.028,116.4842857,
          ,6.58,321.23125,49.323333,  B9pSi:Cr:Sr:      ,,,
 35    Cap,5.78,321.811667,-21.196111,  K5III             ,,,Cap
          ,5.6,321.331667,46.714444,  F0V               ,0.039,83.62974359,
 69    Cyg,5.94,321.445833,36.6675,  B0Ib              ,,,Cyg
          ,6.07,321.61125,19.375556,  A8m               ,,,
          ,6.39,322.25125,-53.705833,  K2IIICNIb         ,,,
          ,6.61,322.057917,-11.568333,  F3V               ,,,
 36    Cap,4.51,322.180833,-21.807222,  G5III             ,0.023,141.8069565,Cap
  5    PsA,6.5,322.265833,-31.238611,  A0                ,,,PsA
 70    Cyg,5.31,321.839167,37.116667,  B3V               ,,,Cyg
          ,5.31,321.715,48.835,  A6pCrEu:          ,0.008,407.695,
 35    Vul,5.41,321.917083,27.608611,  A1V               ,0.019,171.6610526,Vul
          ,6.03,321.6875,52.898611,  B6V               ,0.018,181.1977778,
          ,6.4,322.103333,8.195556,  M1                ,,,
          ,5.8,322.034583,32.225278,  F0V               ,0.023,141.8069565,
          ,6.44,322.249583,17.905833,  K5                ,,,
          ,6.57,322.498333,-19.147778,  F0V               ,,,
          ,5.93,322.249583,22.179444,  M4.5III-IIIa      ,,,
          ,6.1,321.855417,59.75,  M3IIIaBa0.2       ,,,
  2    Peg,4.57,322.487083,23.638889,  M1+III            ,0.013,250.8892308,Peg
          ,6.12,322.219583,55.418611,  B8III             ,,,
  7    Cep,5.44,321.942083,66.809167,  B7V               ,0.006,543.5933333,Cep
 71    Cyg,5.24,322.3625,46.540556,  K0-III            ,0.023,141.8069565,Cyg
   Xi  Gru,5.29,323.024583,-41.179167,  K0III             ,0.012,271.7966667,Gru
  6    PsA,5.97,323.060833,-33.944722,  A2IV              ,,,PsA
          ,6.08,322.79,12.1375,  B9.5V             ,,,
 22Bet Aqr,2.91,322.889583,-5.571111,  G0Ib              ,0.006,543.5933333,Aqr
          ,6.41,323.32375,-52.7375,  K4III             ,,,
          ,6.18,324.734167,-79.4425,  F4IV              ,,,
          ,6.43,323.13875,-24.590556,  A7V               ,,,
          ,5.57,323.347917,-44.848611,  K1III             ,,,
          ,6.02,322.585,52.958056,  A2Vp              ,,,
  8Bet Cep,3.23,322.165,70.560833,  B1IV              ,0.014,232.9685714,Cep
          ,5.97,321.207083,80.524722, gG6                ,,,
          ,6.7,323.112917,23.394444,  B9pSiSrCr         ,,,
          ,6.32,323.570833,-42.925,  K1IIICNII         ,,,
          ,6.16,322.864583,52.62,  G2Ib+B9V          ,,,
          ,5.53,322.747083,60.459444,  B1II              ,,,
          ,6.41,323.720833,-29.696111,  B8III             ,,,
 37    Cap,5.69,323.7125,-20.084444,  F1V               ,,,Cap
          ,5.75,323.235833,49.977778,  A0V               ,,,
          ,6.4,323.81625,-23.454167, gG7                ,,,
          ,6.25,323.324583,45.854167,  K1Ib              ,,,
          ,6.2,324.512083,-64.824167,  A0-1IV            ,,,
          ,6.47,323.641667,22.754722,  F7V               ,,,
          ,5.77,323.823333,-3.983056, gG9                ,0.001,3261.56,
 73Rho Cyg,4.02,323.495417,45.591944,  G8IIIFe-0.5       ,0.002,1630.78,Cyg
  8    PsA,5.73,324.045833,-26.171389,  A7/8IV            ,,,PsA
   Nu  Oct,3.76,325.36875,-77.39,  K0III             ,0.053,61.53886792,Oct
 72    Cyg,4.9,323.694167,38.534167,  K0.5III           ,0.012,271.7966667,Cyg
  7    PsA,6.11,324.20375,-33.048056,  A7Vn              ,,,PsA
          ,6.31,323.829167,28.197222,  F0IV              ,,,
          ,6.11,323.8625,24.452222,  A4V               ,0.002,1630.78,
          ,6.15,323.614583,51.698333,  B9IIIe            ,-0.006,,
 39Eps Cap,4.68,324.27,-19.466111,  B2.5Vpe           ,,,Cap
          ,6.36,324.057917,30.055556,  G8III-IV          ,,,
          ,5.53,324.01,45.374722,  M5IIIae           ,,,
          ,6.25,324.390833,-0.390278,  A2V               ,,,
 23Xi  Aqr,4.69,324.437917,-7.854167,  A7V               ,0.012,271.7966667,Aqr
  3    Peg,6.18,324.432083,6.618333,  A2V               ,,,Peg
 74    Cyg,5.01,324.2375,40.413611,  A5V               ,0.02,163.078,Cyg
  5    Peg,5.45,324.439167,19.318611,  F1IV              ,0.007,465.9371429,Peg
          ,6.28,324.775417,-33.679167,  G8IV              ,,,
          ,6.21,324.99875,-52.359167,  F7III             ,,,
  4    Peg,5.67,324.632917,5.771667,  A9IV-Vn           ,0.033,98.83515152,Peg
          ,6.33,325.14,-55.7375,  K0II-III          ,,,
          ,6.2,324.36625,44.696667,  A7III             ,,,
          ,6.08,324.867083,-10.576944,  K0                ,,,
          ,6.16,324.6875,25.498889,  G9III             ,,,
          ,6.15,324.41125,54.042222,  K1III             ,,,
          ,5.85,324.754583,20.265278,  F2V               ,0.021,155.312381,
 25    Aqr,5.1,324.88875,2.243611,  K0III             ,0.006,543.5933333,Aqr
 40Gam Cap,3.68,325.022917,-16.662222,  F0p               ,0.029,112.4675862,Cap
  9    Cep,4.73,324.48,62.081944,  B2Ib              ,-0.008,,Cep
   Lam Oct,5.29,327.72625,-82.719167,  G8-K0III          ,0.011,296.5054545,Oct
          ,5.62,324.74,57.489167,  O6.5V((f))        ,,,
          ,6.49,325.442083,-25.101944,  K0                ,,,
 42    Cap,5.18,325.387083,-14.0475,  G1V+G0V           ,0.034,95.92823529,Cap
 75    Cyg,5.11,325.04625,43.273889,  M1IIIab           ,0.004,815.39,Cyg
 41    Cap,5.24,325.503333,-23.262778,  G9III             ,0.025,130.4624,Cap
          ,6.01,326.37,-71.008889,  B8IV              ,,,
 26    Aqr,5.67,325.542083,1.285278,  K2III             ,,,Aqr
 43Kap Cap,4.73,325.664583,-18.866389,  G8III             ,0.028,116.4842857,Cap
  7    Peg,5.3,325.564583,5.68,  M2IIIab           ,,,Peg
          ,6.2,325.180417,54.872222,  K0III             ,,,
 76    Cyg,6.11,325.392917,40.805278,  A2V               ,0.013,250.8892308,Cyg
          ,6.09,325.6375,10.824722,  B5IV              ,,,
          ,6.22,325.80625,-19.620833,  A3m               ,,,
          ,6.57,341.369167,-88.818333,  F0IV-V            ,,,
 44    Cap,5.88,325.768333,-14.399722,  F0IV              ,,,Cap
          ,6.07,325.504583,35.510278,  C6.3              ,,,
          ,6.17,325.535,45.765833,  M4III:            ,0.003,1087.186667,
          ,6.3,326.122917,-38.5525,  G5III             ,,,
 77    Cyg,5.69,325.595417,41.077222,  A0V               ,0.003,1087.186667,Cyg
 80Pi 1Cyg,4.67,325.52375,51.189722,  B3IV              ,,,1Cyg
 45    Cap,5.99,326.004167,-14.749444,  F0V               ,,,Cap
          ,6.45,326.329167,-49.498611,  K1III             ,,,
          ,6.09,325.662083,49.600278,  G8II              ,,,
  9Iot PsA,4.34,326.236667,-33.025833,  A0V               ,0.041,79.5502439,PsA
          ,5.49,325.776667,41.155,  M2IIIab           ,,,
 79    Cyg,5.65,325.857083,38.283889,  A0V               ,,,Cyg
  8Eps Peg,2.39,326.046667,9.875,  K2Ib              ,0.006,543.5933333,Peg
 78Mu 1Cyg,4.73,326.035833,28.742778,  F6V               ,0.049,66.56244898,1Cyg
 78Mu 2Cyg,6.08,326.034583,28.743056,  G2V               ,0.049,66.56244898,2Cyg
 46    Cap,5.09,326.25125,-9.0825,  G8II-III          ,0.002,1630.78,Cap
          ,6.08,325.689167,59.271111,  K1III             ,,,
  9    Peg,4.34,326.127917,17.35,  G5Ib              ,0.008,407.695,Peg
          ,5.94,326.130417,14.771944,  G0V               ,0.065,50.17784615,
 10Kap Peg,4.13,326.16125,25.645,  F5IV              ,0.035,93.18742857,Peg
   Mu  Cep,4.08,325.876667,58.78,  M2-Ia             ,0.003,1087.186667,Cep
 11    Cep,4.56,325.480417,71.311389,  K1III             ,0.008,407.695,Cep
 47    Cap,6,326.567917,-9.275833,  M3III             ,,,Cap
 48Lam Cap,5.58,326.63375,-11.365833,  A1V               ,0.015,217.4373333,Cap
          ,6.4,326.435417,35.857222,  G8III             ,,,
 12    Peg,5.29,326.518333,22.948889,  K0IbHdel 0.5      ,0.006,543.5933333,Peg
 49Del Cap,2.87,326.76,-16.127222,  Am                ,0.087,37.4891954,Cap
          ,5.58,327.065833,-47.303611,  G0V               ,0.073,44.67890411,
          ,5.17,325.766667,72.320278,  K0III             ,0.015,217.4373333,
          ,6.28,326.6,25.563333,  K3III:            ,0.006,543.5933333,
 10The PsA,5.01,326.934167,-30.898333,  A2V               ,0.006,543.5933333,PsA
          ,5.95,326.222083,62.460556,  O9Ib-II           ,,,
 11    Peg,5.64,326.808333,2.686111,  A1V               ,0.005,652.312,Peg
          ,6.54,326.569167,43.060833,  G0:III+A4V        ,,,
          ,6.21,326.769583,17.194167,  F3V               ,,,
          ,5.62,327.500417,-64.7125,  K0III             ,,,
          ,6.17,326.90875,-5.917222,  A7V               ,,,
   Omi Ind,5.53,327.69625,-69.629444,  K2-3III           ,0.029,112.4675862,Ind
 10Nu  Cep,4.29,326.362083,61.120833,  A2Ia              ,0.013,250.8892308,Cep
 81Pi 2Cyg,4.23,326.698333,49.309444,  B3III             ,-0.001,,2Cyg
          ,6.47,327.034583,36.580556,  K5                ,,,
          ,6.31,327.42125,-12.723056,  A3m               ,,,
          ,6.12,327.1225,38.648611,  B8V               ,,,
 12    Cep,5.52,326.855417,60.692778,  M1IIIb            ,0.021,155.312381,Cep
          ,6.38,327.554583,-16.844722,  K0                ,,,
          ,6.29,327.362083,20.4625,  B2V               ,,,
          ,6.29,326.754167,70.150833,  A0V               ,,,
 14    Peg,5.04,327.46125,30.174167,  A1V s             ,0.006,543.5933333,Peg
 13    Peg,5.29,327.53625,17.285556,  F2III-IV          ,0.015,217.4373333,Peg
          ,6.48,327.417083,41.148889,  A2Ib              ,,,
          ,6.16,327.924167,-18.623056,  F0III             ,,,
          ,6.17,327.329167,61.272778,  M1II-III          ,,,
          ,5.77,327.8925,19.826667,  B8III             ,,,
          ,6.17,327.770417,39.536667,  B9pHgMn           ,,,
          ,6.89,328.075833,21.273056,  M4III             ,,,
 51Mu  Cap,5.08,328.324167,-13.551667,  F1III             ,0.047,69.39489362,Cap
          ,5.9,328.797917,-61.886389,  F1III             ,0.019,171.6610526,
   Gam Gru,3.01,328.482083,-37.365,  B8III             ,0.013,250.8892308,Gru
 15    Peg,5.53,328.124583,28.793333,  F6IV-V vw         ,0.04,81.539,Peg
          ,6.59,328.4,-10.311667,  B9V               ,,,
 16    Peg,5.08,328.265833,25.925,  B3Ve              ,0.003,1087.186667,Peg
          ,5.71,328.004167,55.796944,  B6IV-V            ,0.005,652.312,
          ,5.68,328.405833,19.668333,  A0V s             ,,,
          ,6.15,328.490833,6.864444,  G0III s           ,,,
          ,5.71,328.543333,-4.276111,  K2III             ,0.017,191.8564706,
          ,6.37,327.905417,65.752778,  A1m               ,0.01,326.156,
   Pi  Ind,6.19,329.058333,-57.899444,  Am                ,,,Ind
          ,6.2,328.649583,-3.301111,  F5IV              ,,,
          ,6.39,328.5725,19.718333,  K0III+F7V         ,,,
          ,6.41,328.981667,-30.606389,  G8III             ,,,
          ,5.46,329.095,-37.253611,  A2Vn              ,,,
          ,6.18,329.259167,-37.746944,  F1III-IV          ,,,
   Del Ind,4.4,329.479583,-54.9925,  F0IV              ,0.02,163.078,Ind
   Kap1Ind,6.12,329.625417,-59.012222,  F3V               ,,,Kap1Ind
          ,6.41,330.467083,-77.6625,  A5IV-V            ,,,
 13    Cep,5.8,328.721667,56.611389,  B8Ib              ,,,Cep
          ,6.4,329.1,21.239722,  K5V               ,0.004,815.39,
 17    Peg,5.54,329.235,12.076389,  A2Vnn             ,,,Peg
          ,6.13,328.83625,61.541944,  G8Ib              ,,,
          ,5.86,328.879583,65.320833,  B2.5Ve            ,,,
          ,6.33,329.555417,-5.424722,  F5IV              ,,,
          ,6.42,329.259167,48.668611,  B8V               ,,,
          ,6.12,329.6825,-21.182778,  M4III             ,,,
          ,5.5,329.824583,-38.395278,  K0III             ,,,
          ,5.95,330.765833,-76.118611,  F3III             ,,,
          ,6.01,330.100417,-55.882778,  B9IV-V            ,,,
          ,6.22,329.729167,-4.373056,  K2V               ,0.034,95.92823529,
          ,4.91,329.162917,63.625556,  M2Iaep+B8Ve       ,0.004,815.39,
          ,6.43,329.29625,66.156111,  B2V               ,,,
 18    Peg,6,330.032917,6.7175,  B3III             ,,,Peg
 12Eta PsA,5.42,330.209167,-28.453611,  B8V               ,0.011,296.5054545,PsA
   Eps Ind,4.69,330.84,-56.786111,  K4-5V             ,0.285,11.44407018,Ind
          ,5.93,329.7225,62.698333,  M3IIIab           ,,,
          ,6.59,329.845833,57.658333,  A0III-IV          ,,,
 28    Aqr,5.58,330.270833,0.605, gK4                ,,,Aqr
          ,6.46,330.111667,33.006111,  F5III             ,,,
 20    Peg,5.6,330.2725,13.119722,  F4III             ,0.038,85.83052632,Peg
 19    Peg,5.65,330.288333,8.257222, gK5                ,,,Peg
          ,6.28,330.549583,-17.903611, gG7                ,,,
          ,6.35,329.4625,74.996667,  K5                ,,,
 29    Aqr,6.37,330.610833,-16.964167,  A2V+K0III         ,0.006,543.5933333,Aqr
          ,6.37,330.505833,10.973889,  B5IIIn            ,,,
          ,7.1,330.821667,-29.904167,  F0IIIn            ,,,
          ,6.66,330.16375,62.488056,  B0IV              ,,,
 16    Cep,5.03,329.8125,73.18,  F5V               ,0.033,98.83515152,Cep
 30    Aqr,5.54,330.818333,-6.5225,  K0III             ,,,Aqr
 31Omi Aqr,4.69,330.82875,-2.155278,  B7IVe             ,,,Aqr
          ,5.78,330.460833,52.882222,  B5III             ,,,
 21    Peg,5.8,330.829167,11.386389,  B9.5V             ,,,Peg
 13    PsA,6.47,331.099583,-29.916667,  K5III             ,,,PsA
 14    Cep,5.56,330.519167,58.000556,  O9Vn              ,-0.009,,Cep
          ,5.6,330.73625,44.65,  A0IV              ,,,
          ,5.96,331.153333,-26.8225,  B4IVne            ,,,
   Kap2Ind,5.62,331.462083,-59.636111,  K4III             ,,,Kap2Ind
 32    Aqr,5.3,331.1975,-0.906667,  A5m               ,0.014,232.9685714,Aqr
   Lam Gru,4.46,331.52875,-39.543333,  K3III             ,0.013,250.8892308,Gru
          ,6.38,331.143333,32.941944,  G5Ia              ,,,
 22Nu  Peg,4.84,331.42,5.058611,  K4III             ,0.014,232.9685714,Peg
 34Alp Aqr,2.96,331.445833,-0.319722,  G2Ib              ,0.012,271.7966667,Aqr
          ,5.78,331.2975,26.673889,  K2III             ,,,
 18    Cep,5.29,330.970417,63.119722,  M5IIIab           ,-0.006,,Cep
 17Xi  Cep,4.29,330.9475,64.627778,  A3/6Vm            ,0.032,101.92375,Cep
 33Iot Aqr,4.27,331.609167,-13.869722,  B9IV-V            ,,,Aqr
 23    Peg,5.7,331.394583,28.963889,  B9Vn              ,,,Peg
          ,6.55,332.677083,-75.880556,  K2IIICNII         ,,,
          ,6.13,331.318333,46.744722,  M4IIIab           ,,,
          ,6.44,331.460833,45.112222,  A0V               ,,,
          ,6.98,329.552917,82.869722,  F6IV-V            ,0.011,296.5054545,
          ,5.14,331.508333,45.014444,  K5III             ,0.006,543.5933333,
   Alp Gru,1.74,332.058333,-46.961111,  B7IV              ,0.057,57.22035088,Gru
 20    Cep,5.27,331.252083,62.785556,  K4III             ,0,,Cep
          ,6.27,331.463333,48.231667,  B2V               ,,,
 19    Cep,5.11,331.287083,62.28,  O9.5Ib            ,,,Cep
          ,6.19,331.551667,45.248611,  A3V               ,,,
 24Iot Peg,3.76,331.752917,25.345,  F5V               ,0.082,39.77512195,Peg
 14Mu  PsA,4.5,332.095833,-32.988611,  A2V               ,0.03,108.7186667,PsA
          ,6.15,332.980417,-76.116111,  K0III             ,,,
   Ups PsA,4.99,332.108333,-34.043889,  M1III             ,0.009,362.3955556,PsA
          ,6.39,331.55625,56.343056,  A0III             ,,,
          ,5.75,331.869167,19.475556, dF2                ,0.016,203.8475,
          ,6.35,331.875,18.000556,  M1                ,,,
          ,6.37,332.177917,-33.125556,  A2III/IV          ,,,
 25    Peg,5.78,331.959583,21.702778,  B7Vne             ,,,Peg
 35    Aqr,5.81,332.245833,-18.519722,  B2.5IV            ,,,Aqr
          ,6.43,332.491667,-48.107222,  K3III             ,,,
          ,6.11,332.071667,25.543611,  F1IV              ,,,
          ,6.32,331.79,58.840833,  G6III             ,0.017,191.8564706,
          ,6.14,331.85625,53.307222,  A3Ib              ,,,
          ,5.37,332.482083,-34.014722,  A5V               ,0.027,120.7985185,
          ,6.42,332.06875,49.796389,  K5III             ,,,
          ,6.44,332.500417,-28.2925,  A5V               ,,,
 15Tau PsA,4.92,332.536667,-32.548333,  F6V               ,0.053,61.53886792,PsA
          ,6.11,332.170833,45.741944,  G2IV+K0III        ,,,
 27Pi 1Peg,5.58,332.306667,33.172222,  G8IIIb            ,0.006,543.5933333,1Peg
 26The Peg,3.53,332.55,6.197778,  A2Vp              ,0.049,66.56244898,Peg
          ,6.27,332.587917,-3.894167,  A1Vnn             ,,,
 38    Aqr,5.46,332.65625,-11.565,  B7III             ,,,Aqr
          ,6.01,332.640833,-4.267222,  K0III-IV          ,,,
 29Pi 2Peg,4.29,332.496667,33.178333,  F5III             ,0.007,465.9371429,2Peg
          ,6.18,332.579167,19.616944,  G0V               ,,,
          ,6.33,332.5925,14.63,  K0III             ,,,
          ,6.09,332.76,-21.2325,  F6V               ,,,
          ,5.78,332.655833,11.624444,  M1III             ,,,
 28    Peg,6.46,332.625833,20.978056,  A3III             ,,,Peg
          ,6.32,332.715,30.553056,  A8IV              ,,,
          ,5.95,332.96375,16.040556,  K1III             ,,,
 39    Aqr,6.03,333.1075,-14.193889,  F2V               ,,,Aqr
          ,5.4,332.79125,50.823333,  A5V               ,0.008,407.695,
          ,6.17,333.239583,-26.327778,  A3V               ,,,
 21Zet Cep,3.35,332.71375,58.201111,  K1.5Ib            ,0.017,191.8564706,Cep
          ,5.92,333.033333,24.95,  K0                ,,,
          ,6.39,333.1825,-4.720833,  F7V               ,,,
 24    Cep,4.79,332.451667,72.341111,  G7II-III          ,0.017,191.8564706,Cep
 22Lam Cep,5.04,332.877917,59.414444,  O6I(n)fp          ,0.006,543.5933333,Cep
          ,5.58,333.435,-25.180833,  F6III-II          ,,,
   Psi Oct,5.51,334.460417,-77.511667,  F3III             ,,,Oct
          ,5.24,332.953333,56.839444,  F8V               ,0.024,135.8983333,
          ,6.37,332.56375,72.111111,  B9pHgMn:          ,,,
          ,5.5,332.662083,70.132778,  F2V               ,0.038,85.83052632,
          ,5.33,333.199167,34.604722,  K2-III-IIIb       ,0.003,1087.186667,
          ,6.3,332.987083,59.084722,  K0III             ,,,
          ,6.23,333.660833,-41.381667,  G5V               ,0.046,70.90347826,
 16Lam PsA,5.43,333.578333,-27.766944,  B8III             ,0.012,271.7966667,PsA
          ,5.35,333.007917,60.759444,  K1III             ,,,
 41    Aqr,5.32,333.575,-21.074167,  K0III+F2V         ,0.016,203.8475,Aqr
   Eps Oct,5.1,335.00625,-80.439722,  M5III             ,,,Oct
          ,5.89,333.410833,28.608333,  K2III             ,,,
          ,5.79,333.092917,63.291389,  M3IIIab           ,,,
          ,6.1,333.89625,-44.451944,  G8-K0III          ,,,
          ,4.49,333.469583,39.715,  K3III             ,0.02,163.078,
   Mu 1Gru,4.79,333.90375,-41.346667,  G8III+G           ,0.009,362.3955556,1Gru
          ,5.53,333.455417,45.440833,  A0III             ,,,
   Mu 2Gru,5.1,334.110833,-41.6275,  G8III             ,0.01,326.156,2Gru
          ,5.71,333.685,42.953889,  A2Vnn             ,,,
          ,6.11,333.45625,63.1625,  B8Vn              ,,,
          ,6.21,333.999167,8.549444,  A1Vn              ,,,
          ,6.15,334.155833,-25.898333,  K1II/III          ,,,
          ,6.08,333.220417,73.307222,  K0II-III+A3V      ,0.015,217.4373333,
 23Eps Cep,4.19,333.758333,57.043611,  F0IV              ,0.041,79.5502439,Cep
          ,6.15,334.14,-1.596389,  A5Vn              ,,,
 42    Aqr,5.34,334.200417,-12.831389, gK0                ,,,Aqr
          ,6.17,334.249167,-23.14,  G5                ,,,
  1    Lac,4.13,333.9925,37.748889,  K3-II-III         ,0.003,1087.186667,Lac
 43The Aqr,4.16,334.208333,-7.783333,  G8III-IV          ,0.021,155.312381,Aqr
          ,5.79,334.219167,-9.04, gK3                ,,,
          ,5.37,334.565,-53.627778,  G3V               ,0.083,39.29590361,
   Alp Tuc,2.86,334.625417,-60.259722,  K3III             ,0.026,125.4446154,Tuc
          ,6.37,334.12375,27.804167,  G9III             ,,,
 44    Aqr,5.75,334.277083,-5.387222,  G6III             ,,,Aqr
   Ups Oct,5.77,337.905833,-85.967222,  K0III             ,,,Oct
          ,5.88,334.110417,57.220278,  G8III             ,,,
          ,6.39,334.517917,-0.237778,  F3V               ,,,
 45    Aqr,5.95,334.753333,-13.305, gG7                ,,,Aqr
          ,6.34,335.150833,-57.51,  K3-4III           ,,,
          ,6.17,334.734167,37.769444,  A9IIIp            ,0.013,250.8892308,
 25    Cep,5.75,334.552917,62.804444,  K3III             ,,,Cep
 46Rho Aqr,5.37,335.049583,-7.821111,  B8IIIpMn:Hg:      ,,,Aqr
 30    Peg,5.37,335.115,5.789444,  B5IV              ,,,Peg
          ,6.17,335.2325,8.186667,  F6V               ,,,
   Nu  Ind,5.29,336.153333,-72.255556,  A3V:+F9V          ,0.031,105.2116129,Ind
 47    Aqr,5.13,335.398333,-21.598333,  K2III             ,0.015,217.4373333,Aqr
          ,6.47,335.250417,26.935278,  M4III             ,,,
 48Gam Aqr,3.84,335.414167,-1.387222,  A0V               ,0.046,70.90347826,Aqr
          ,6.42,335.165,50.980833,  K2                ,,,
 31    Peg,5.01,335.379583,12.205278,  B2IV-Ve           ,,,Peg
   Pi 1Gru,6.62,335.682917,-45.947778,  S5.7e             ,,,1Gru
 32    Peg,4.81,335.330417,28.330556,  B9III             ,0.023,141.8069565,Peg
  2    Lac,4.57,335.256667,46.536667,  B6V               ,0.04,81.539,Lac
   Pi 2Gru,5.62,335.783333,-45.928611,  F3III-IV          ,0.027,120.7985185,2Gru
          ,6.66,334.585,76.488056,  A1Vn              ,,,
          ,6.04,336.4625,-75.015556,  G3V               ,,,
          ,5.78,336.29375,-70.431667,  F3III             ,,,
          ,6.41,335.462083,42.078333,  B5V               ,,,
 49    Aqr,5.53,335.87875,-24.7625, gG9                ,,,Aqr
          ,5.93,335.88375,-7.194444,  G6IIIBaII         ,,,
          ,5.32,336.235,-57.797222,  G3IV              ,0.058,56.2337931,
 33    Peg,6.04,335.915,20.848333,  F7V               ,0.037,88.15027027,Peg
